Index Title,Menachot
Menachot 3b:20,"Das, was Rabba nach der einen Richtung und Raba nach der anderen Richtung entschieden<sup>82</sup><i class=""footnote"">Nach der Ansicht des ersteren macht nur die nicht ersichtlich falsche Absicht das Opfer untauglich, nicht aber die ersichtlich falsche, nach der des anderen macht die ersichtlich falsche es erst recht untauglich.</i>war, war R. Hoša͑ja fraglich. R. Hoša͑ja fragte nämlich, und nach anderen fragte es R. Hoša͑ja den R. Asi: Welcher Ansicht ist R. Šimo͑n hinsichtlich [der Darbringung] eines Speisopfers auf den Namen eines Schlachtopfers: 
"
Menachot 4a:1,"ist der Grund R. Šimo͑ns, die Absicht mache, wenn es ersiehtlich<sup>83</sup><i class=""footnote"">Daß sie falsch ist.</i>ist, nicht untauglich, und auch hierbei ist sie ersichtlich, 
"
Menachot 4a:2,"oder aber ist der Grund R. Šimo͑ns, weil es heißt: <i>dies ist das Gesetz des Speisopfers</i>, nicht aber des Schlachtopfers? Dieser erwiderte: Sind wir denn auf den Grund der Ansicht R. Šimo͑ns gekommen? 
"
Menachot 4a:3,"Nach Rabba erwiderte er ihm nicht, wegen des Einwandes Abajjes; 
"
Menachot 4a:4,"nach Raba erwiderte er ihm ebenfalls nicht, wegen des Einwandes [aus dem Schriftverse:] <i>dies ist das Gesetz des Sündopfers</i>; 
"
Menachot 4a:5,"und nach R. Aši erwiderte er ihm ebenfalls nicht, wegen des Einwandes R. Aḥas, des Sohnes Rabas.
"
Menachot 4a:6,"A<small>USGENOMMEN SIND DAS</small> S<small>ÜND</small>-S<small>PEISOPFER UND DAS</small> E<small>IFERSUCHTS</small>-S<small>PEIS-OPFER</small>. Einleuchtend ist dies<sup>84</sup><i class=""footnote"">Daß es gleich dem Sündopfer auf einen anderen Namen untauglich ist.</i>vom Sünd-Speisopfer, denn der Allbarmherzige nennt es Sündopfer:<sup>85</sup><i class=""footnote"">Lev. 5,11.</i><i>nicht soll er Öl darauf tun noch Weihrauch dazu geben, denn es ist ein Sündopfer &amp;c.</i>, woher dies aber vom Eifersuchts-Speisopfer? – 
"
Menachot 4a:7,"Ein<sup>86</sup><i class=""footnote"">Dies ist aus der hier folgenden Lehre zu entnehmen.</i>Jünger rezitierte vor R. Naḥman: Das Zurückbleibende vom Eifersuchts-Speisopfer<sup>87</sup><i class=""footnote"">Was vom hierfür reservierten Betrage zurückbleibt.</i>fällt der Spendenkasse<sup>88</sup><i class=""footnote"">Des Tempels.</i>zu. 
"
Menachot 4a:8,"Dieser sprach: Du hast recht;<sup>89</sup><i class=""footnote"">Num. 5,15.</i><i>die Erinnerung einer Sünde</i>, es heißt hierbei <i>Sünde</i>, wie beim Sündopfer:<sup>90</sup><i class=""footnote"">Lev. 10,17.</i><i>er hat es euch gegeben, um die Sünde der Gemeinde fortzuschaffen</i>; wie nun das Zurückbleibende vom Sündopfer der Spendenkasse zufällt, ebenso fällt auch das Zurückbleibende vom Eifersuchts-Sündopfer der Spendenkasse zu; und wie ferner das Sündopfer auf einen anderen Namen untauglich ist, ebenso ist auch das Eifersuchts-Speis-opfer auf einen anderen Namen untauglich. – 
"
Menachot 4a:9,"Demnach sollte auch das Schuldopfer auf einen anderen Namen untauglich sein, da dies aus [dem Worte] <i>Sünde</i><sup>91</sup><i class=""footnote"">Auch beim Schuldopfer heißt es ‘seine Sünde’; cf. Lev. 5,17.</i><i>zu</i> 
"
Menachot 4a:10,"folgern ist, das auch beim Sündopfer gebraucht wird!? – Man vergleiche <i>Sünde</i> mit <i>Sünde</i>, nicht aber <i>seine Sünde</i> mit <i>Sünde</i>, – 
"
Menachot 4a:11,"Welchen Unterschied gibt es denn hierbei, in der Schule R. Jišma͑éls lehrten sie ja:<sup>92</sup><i class=""footnote"">Lev. 14,39.</i><i>wenn der Priester wiederkommt</i>, und:<sup>93</sup><i class=""footnote"">Ib. V. 44.</i><i>der Priester soll hineingehen</i>, denn ‘kommen’ und ‘gehen’ sei dasselbe<sup>94</sup><i class=""footnote"">Diese Worte sind nur sinnverwandt, dennoch wird aus ihnen ein Schluß durch Wortanalogie gefolgert; um so mehr sollte dies hierbei der Fall sein, wo es sich um dasselbe Wort handelt, jed. an der einen Stelle ohne u. an der anderen mit Suffix.</i>!?
"
Menachot 4a:12,"Und ferner ist dies ja auch zu folgern aus [den Worten] <i>seine Sande</i>, die beim Zeugenauf rufe<sup>95</sup><i class=""footnote"">Vgl. S. 295 Anm. 124; weswegen ein Sündopfer darzubringen ist.</i>gebraucht wurden, denn es heißt:<sup>96</sup><i class=""footnote"">Lev. 5,1.</i><i>wenn er nicht aussagt, so trage er seine Sünde</i>!? – 
"
Menachot 4a:13,"Vielmehr, [der Schluß durch] Wortanalogie erstreckt sich nur auf das Zurückbleibende, daß es der Spendenkasse<sup>97</sup><i class=""footnote"">Und nicht auf die Untauglichkeit auf einen anderen Namen.</i>zuf alle. 
"
Menachot 4a:14,"Wolltest du einwenden, es gebe keinen [Schluß durch] Wortanalogie zur Hälfte, so hat der Allbarmherzige beim Sündopfer bekundet:<sup>98</sup><i class=""footnote"">Lev. 4,33.</i><i>er schlachte es als Sündopfer</i>, dieses allein ist nur auf seinen Namen tauglich, auf einen anderen Namen aber untauglich, alle anderen Opfer dagegen sind sowohl auf ihren Namen als auch auf einen anderen Namen tauglich. – 
"
Menachot 4a:15,"Woher wissen wir nun, daß das Sünd-Speisopfer und das Eifersuchts-Speisopfer auf einen anderen Namen untauglich sind!? – 
"
Menachot 4a:16,"Das Sündopfer ist es deshalb, weil es bei diesem <i>es</i><sup>99</sup><i class=""footnote"">Cf. Lev. 4,24.</i>heißt, und auch bei diesen heißt es <i>es</i><sup>100</sup><i class=""footnote"">Cf. ib. 5,11 u. Num. 5,15.</i>. – 
"
Menachot 4a:17,"Auch beim Schuldopfer heißt es ja <i>es</i><sup>101</sup><i class=""footnote"">Cf. Lev. 7,5.</i>!? – Bei diesem steht es erst nach [der Vorschrift von] der Aufräucherung der Opferteile. 
"
Menachot 4a:18,"Wie gelehrt wird: Beim Schuldopfer heißt es <i>es</i> erst nach [der Vorschrift von] der Aufräucherung der Opferteile, und dieses ist tauglich, auch wenn die Opferteile überhaupt nicht aufgeräuchert worden<sup>102</sup><i class=""footnote"">Vgl. S. 17 Anm. 167.</i>sind. – 
"
Menachot 4a:19,"Worauf deutet demnach das <i>es</i>!? – Auf eine Lehre R. Honas, der im Namen Rabhs sagte: Wenn ein Schuldopfer zur Weide ausgeschieden<sup>103</sup><i class=""footnote"">Wenn beispielsweise der Eigentümer gestorben ist u. es nicht dargebracht werden kann.</i>worden ist und man es geschlachtet hat, so ist es als Brandopfer tauglich. 
"
Menachot 4a:20,"Nur wenn es ausgeschieden worden<sup>104</sup><i class=""footnote"">Verliert es seine ursprüngliche Eigenschaft als Schuldopfer u. nimmt die Eigenschaft eines Brandopfers an.</i>ist, sonst aber nicht, denn es heißt <i>es</i>, es bleibe bei seinem Wesen.
"
Menachot 4a:21,"Rabh sagte: Hat man vom Speisopfer der Schwingegarbe<sup>105</sup><i class=""footnote"">Das neben dieser (cf. Lev. 23,10ff.) dargebracht wird.</i>den Haufen auf einen anderen Namen abgehoben, so ist es untauglich, denn es sollte Erlaubnis erwirken<sup>106</sup><i class=""footnote"">Zum Genüsse des heurigen Getreides, das vor der Darbringung der Schwingegarbe verboten ist.</i>und hat es nicht getan. Ebenso verhält es sich auch beim Schuldopfer des Nazirs<sup>107</sup><i class=""footnote"">Das er, wenn er unrein war, darzubringen hat; cf. Num. 6,12.</i>
"
Menachot 4b:1,"und dem Schuldopfer des Aussätzigen, sie sind untauglich, wenn man sie auf einen anderen Namen geschlachtet hat, weil sie geeignet<sup>108</sup><i class=""footnote"">Die Person des Darbringenden, in das Lager zu kommen, was ihm vorher verboten ist.</i>machen sollten, und es nicht getan haben. – 
"
Menachot 4b:2,"Wir haben gelernt: jedes Speisopfer, von dem der Haufe auf einen anderen Namen abgehoben worden ist, ist tauglich, nur wird es dem Eigentümer nicht als Pflichtopfer angerechnet, ausgenommen sind das Sünd-Speisopfer und das Eifersuchts-Speisopfer. Wenn dem nun so wäre, so sollte er auch lehren: ausgenommen ist das Speisopfer der Schwingegarbe!? – 
"
Menachot 4b:3,"Er lehrt es nur von solchen, die von einem einzelnen gebracht werden, nicht aber von solchen, die von einer Gemeinde gebracht<sup>109</sup><i class=""footnote"">Wie dies beim Speisopfer der Schwingegarbe der Fall ist.</i>werden; 
"
Menachot 4b:4,"er lehrt es nur von solchen, die selbständig gebracht werden, nicht aber von solchen, die neben dem Schlachtopfer gebracht<sup>109</sup><i class=""footnote"">Wie dies beim Speisopfer der Schwingegarbe der Fall ist.</i>werden; und er lehrt es nur von solchen, für die keine Zeit festgesetzt ist, nicht aber von solchen, für die eine Zeit festgesetzt<sup>110</sup><i class=""footnote"">Die Schwingegarbe wurde am 2. Tage des Pesaḥfestes (16. Nisan) dargebracht.</i>ist.
"
Menachot 4b:5,"Der Meister sagte: Ebenso verhält es sich auch beim Schuldopfer des Nazirs und dem Schuldopfer des Aussätzigen, sie sind untauglich, wenn man sie auf einen anderen Namen geschlachtet hat, weil sie geeignet machen sollten, und es nicht getan haben. 
"
Menachot 4b:6,"Wir haben gelernt: jedes Opfer, das auf einen anderen Namen geschlachtet worden ist, ist tauglich, nur wird es dem Eigentümer nicht als Pflichtopfer angerechnet, ausgenommen sind das Pesaḥopfer und das Sündopfer. Wenn dem nun so wäre, so sollte er auch lehren: ausgenommen sind das Schuldopfer des Nazirs und das Schuldopfer des Aussätzigen, weil sie tauglich machen sollten, und es nicht getan haben!? – 
"
Menachot 4b:7,"Da es noch das Schuldopfer wegen Raubes und das Schuldopfer wegen Veruntreuung gibt, die zur Sühne dargebracht werden, so ist es nicht stichhaltig<sup>111</sup><i class=""footnote"">Diese sind ebenfalls Schuldopfer, u. sind auf einen anderen Namen tauglich.</i>. – 
"
Menachot 4b:8,"Vom Schuldopfer des Nazirs und dem Schuldopfer des Aussätzigen gilt dies wohl deshalb, weil sie tauglich machen sollten, und es nicht getan haben, und auch jene sollten ja Sühne schaffen und haben es nicht<sup>112</sup><i class=""footnote"">Da sie dem Eigentümer nicht angerechnet werden, somit sollten sie ebenfalls untauglich eein.</i>getan!? 
"
Menachot 4b:9,"R. Jirmeja erwiderte: Wir finden, daß die Schrift zwischen den sühneschaffenden und den tauglichmachenden [Opfern] unterschieden<sup>113</sup><i class=""footnote"">Bei den letzteren ist es strenger u. sie sind auf einen anderen Namen untauglich.</i>hat; unter den sühneschaffenden sind manche, die auch nach dem Tode<sup>114</sup><i class=""footnote"">Des Eigentümers.</i>dargebracht werden, unter den tauglichmachenden aber sind keine, die nach dem Tode dargebracht werden. Wir haben nämlich gelernt: Wenn eine Frau<sup>115</sup><i class=""footnote"">Eine Wöchnerin, die ein Brandopfer u. ein Sündopfer darzubringen hat; cf. Lev. 12,6ff.</i>ihr Sündopfer gebracht hat und gestorben ist, so müssen die Erben ihr Rrandopfer bringen; wenn aber ihr Brandopfer und gestorben ist, so bringen die Erben ihr Sündopfer<sup>116</sup><i class=""footnote"">Dieses Sündopfer macht die Wöchnerin geeignet, vom Heiligen essen zu dürfen (cf. Ker. Fol. 26a), demnach srilt das andere als Sühnopfer.</i>nicht. 
"
Menachot 4b:10,"R. Jehuda, Sohn des R. Šimo͑n b. Pazi, wandte ein: Gibt es denn unter den tauglichmachenden keine, die nach dem Tode dargebracht werden, wir haben ja gelernt: Hat jemand Geld für seine Nazir-[opfer]<sup>117</sup><i class=""footnote"">Der Nazir hat nach Ablauf des Nazirates ein Brandopfer, ein Sündopfer und ein Heilsopfer darzubringen; cf. Num. 6,14.</i>reserviert<sup>118</sup><i class=""footnote"">Ohne bezeichnet zu haben, welches Geld für jedes einzelne der genannten Opfer su verwenden sei.</i>, so darf man es nicht<sup>119</sup><i class=""footnote"">Da darin das Geld für das Brandoofer enthalten ist.</i>nutznießen, jedoch gibt es dabei keine Veruntreuung, weil alles<sup>120</sup><i class=""footnote"">Dh. jeder Teil dieses Betrages.</i>für das Heilsopfer<sup>121</sup><i class=""footnote"">Wobei es keine Veruntreuung am Geheiligten gibt, weil es dem Eigentümer gehört.</i>verwandt werden kann. 
"
Menachot 4b:11,"Wenn er gestorben ist und das Geld unbezeichnet<sup>118</sup><i class=""footnote"">Ohne bezeichnet zu haben, welches Geld für jedes einzelne der genannten Opfer su verwenden sei.</i>zurückbleibt, so fällt es der Spendenkasse zu; ist es bezeichnet, so ist der Betrag des Sündopfers<sup>122</sup><i class=""footnote"">Das nach dem Tode des Eigentümers nicht dargebracht werden kann.</i>in das Salzmeer zu werfen, weder darf man es nutznießen noch gibt es dabei<sup>123</sup><i class=""footnote"">Da es zur Vernichtung bestimmt ist u. daher nicht mehr als Eigentum Gottes zu betrachten ist.</i>eine Veruntreuung, 
"
Menachot 4b:12,"für den Betrag des Brandopfers bringe man ein Brandopfer, und es gibt dabei eine Veruntreuung, und für den Betrag des Heilsopfers bringe man ein Heilsopfer; dieses darf nur einen Tag gegessen werden und benötigt nicht<sup>124</sup><i class=""footnote"">Weil der Nazir, der die Brote zu empfangen hat (cf. Num. 6,19), nicht mehr da ist.</i>der Brote. Das Brandopfer und das Heilsopfer des Nazirs machen ihn ja geeignet, und sie werden nach dem Tode dargebracht!? 
"
Menachot 4b:13,"R. Papa erwiderte: R. Jirmeja meint es wie folgt: wir finden nicht, daß unerläßlich geeignetmachende [Opfer]<sup>125</sup><i class=""footnote"">Dh. wenn die Geeignetmachung durchaus von diesem Opfer abhängt.</i>nach dem Tode dargebracht werden; das des Nazirs aber ist nicht unerläßlich geeignetmachend, 
"
Menachot 5a:1,"denn der Meister sagte, wenn er sich bei einem von den dreien<sup>126</sup><i class=""footnote"">Selbst bei Darbringung des Sündopfers; die Geeignetmachung ist also von den beiden anderen nicht abhängig.</i>das Haar schneiden ließ, habe er sich seiner Pflicht entledigt. 
"
Menachot 5a:2,"Man wandte ein: Ist das Schuldopfer des Aussätzigen auf einen anderen Namen geschlachtet worden, oder ist von seinem Blute nicht auf die Daumen<sup>127</sup><i class=""footnote"">Des Aussätzigen; cf. Lev. 14,14.</i>gesprengt worden, so kommt es auf den Altar und benötigt<sup>128</sup><i class=""footnote"">Wie das taugliche Schlachtopfer des Aussätzigen.</i>des Gußopfers, jedoch benötigt er zur Geeignetmachung eines anderen Schuldopfers!? – Eine Widerlegung.
"
Menachot 5a:3,"R. Šimo͑n b. Laqiš aber sagte: Ist vom Speisopfer der Schwingegarbe der Haufe auf einen anderen Namen abgehoben worden, so ist es tauglich, das Zurückbleibende aber darf erst dann gegessen<sup>129</sup><i class=""footnote"">Da es von heurigem Getreide dargebracht wird.</i>werden, wenn ein anderes Speisopfer dargebracht wird und es erlaubt macht. – 
"
Menachot 5a:4,"Wieso<sup>130</sup><i class=""footnote"">So nach allen Handschriften; unser Text ist durch eine interpolierte Glosse verderbt.</i>darf es, wenn das Zurückbleibende nicht gegessen werden darf, dargebracht werden, [es heißt ja:]<sup>131</sup><i class=""footnote"">Ez. 45,15.</i><i>von den Getränken Jisrae͑ls</i>, von dem, was Jisraéliten erlaubt<sup>132</sup><i class=""footnote"">Dürfen die Opfer dargebracht werden; was zum Essen verboten ist, sollte auch zur Darbringung verboten sein.</i>ist!? 
"
Menachot 5a:5,"R. Ada b. Ahaba erwiderte: Reš Laqiš ist der Ansicht, am selben Tage gebe es kein Fehlen<sup>133</sup><i class=""footnote"">Da es noch am selben Tage, durch die Darbringung des anderen Opfers, erlaubt wird, so darf es schon vorher dargebracht werden.</i>der Frist. 
"
Menachot 5a:6,"R. Ada, Sohn des R. Jiçḥaq, wandte ein: Es gibt manches beim Geflügel, was nicht beim Speisopfer und es gibt manches beim Speisopfer, was nicht beim Geflügel. Es gibt manches beim Geflügel, denn das Geflügel kann von zweien als Spende gebracht werden, (von den Speisopfern aber heißt es:<sup>134</sup><i class=""footnote"">Lev. 2,1.</i><i>jemand</i>,) 
"
Menachot 5a:7,"sie werden von Personen, die noch der Sühne benötigen, (nämlich männlichen oder weiblichen Flußbehafteten, einer Wöchnerin und einem Aussätzigen)<sup>135</sup><i class=""footnote"">Diese alle haben Geflügelopfer darzubringen, nicht aber Speisopfer.</i>dargebracht, 
"
Menachot 5a:8,"und sie sind als Opfer dem Verbote<sup>136</sup><i class=""footnote"">Wenn man einem Geflügel den Kopf abkneift, so ist es zum Genüsse verboten, jedoch erfolgt seine Opferung auf diese Weise.</i>enthoben, was beim Speisopfer nicht der Fall ist. 
"
Menachot 5a:9,"Es gibt manches beim Speisopfer, denn die Speisopfer benötigen des Gefäßes<sup>137</sup><i class=""footnote"">Dagegen erfolgt das Kopfabkneifen des Geflügels ohne Gerät.</i>, des Schwingens, des Heranbringens<sup>138</sup><i class=""footnote"">Zur südwestlichen Ecke des Altars.</i>und sie werden sowohl von einer Gemeinde als auch von einem einzelnen dargebracht, was aber beim Geflügel nicht der Fall ist. 
"
Menachot 5a:10,"Wenn dem<sup>139</sup><i class=""footnote"">Daß man im oben angezogenen Falle das Speisopfer darbringe, während das Zurückbleibende noch als Heueilingsfrucht verboten ist.</i>nun so wäre, so kommt es ja auch beim Speisopfer vor, daß es als Opfer dem Verbote enthoben ist, nämlich beim Speisopfer der Schwingegarbe<sup>140</sup><i class=""footnote"">Was einem Gemeinen verboten ist, ist zur Darbringung erlaubt.</i>!? – 
"
Menachot 5a:11,"Da es am selben Tage kein Fehlen der Frist gibt, so besteht überhaupt kein Verbot. 
"
Menachot 5a:12,"R. Šešeth wandte ein: Hat er<sup>141</sup><i class=""footnote"">Beim Besprengen des Aussätzigen: cf. Lev. 14,14ff.</i>das Öl vor dem Blute aufgetragen, so fülle er es<sup>142</sup><i class=""footnote"">Das Ölgefäß.</i>mit Öl und trage das Öl wiederum nach dem Blute auf; wenn die Besprengung der Daumen vor den sieben<sup>143</sup><i class=""footnote"">Gegen das All erheiligste.</i>Sprengungen, so fülle er es mit Öl und wiederhole die Besprengung der Daumen nach den sieben Sprengungen. 
"
Menachot 5a:13,"Wozu braucht er, wenn man sagen wollte, am selben Tage gebe es kein Fehlen der Frist, die Besprengung zu wiederholen, was geschehen, ist ja<sup>144</sup><i class=""footnote"">Es ist ja einerlei, ob es früher od. später erfolgt ist.</i>gesehenen!? 
"
