Index Title,Oholot
Mishnah Oholot 12:3,"III. L<small>IEGT EIN</small> B<small>RETT AUF DER</small> M<small>ÜNDUNG EINES ALTEN</small> O<small>FENS HIER UND DORT EINE</small> H<small>ANDBREITE ÜBERRAGEND, NICHT ABER AN DEN</small> S<small>EITEN</small><sup>4</sup><i class=""footnote"">fn1107,Dh. nur an 2 Seiten gegenüber.</i>, <small>SO SIND, WENN DIE</small> U<small>NREINHEIT SICH AN DER EINEN</small> S<small>EITE BEFINDET, DIE</small> G<small>ERÄTE AN DER ANDEREN</small> S<small>EITE REIN, UND NACH</small> R. J<small>OSE UNREIN</small>. D<small>ER</small> S<small>ITZ</small><sup>5</sup><i class=""footnote"">fn1108,Nach manchen Kommentaren eine Art aus der Wand herausragender Sitz vor dem Fenster; nach anderen hingegen eine Art Bassin.</i> <small>BRINGT DIE</small> U<small>NREINHEIT NICHT HINÜBER</small>. I<small>ST DARAN EIN</small> V<small>ORSPRUNG, SO BRINGT ER, WIE</small> R. E<small>LIE͑ZER SAGT, DIE</small> U<small>NREINHEIT NICHT HINÜBER;</small> R. J<small>EHOŠUA͑ SAGT, MAN BETRACHTE DEN</small> S<small>ITZ ALS NICHT VORHANDEN, UND DER</small> V<small>ORSPRUNG DARÜBER BRINGT DIE</small> U<small>NREINHEIT HINÜBER</small>."
Mishnah Oholot 12:4,"IV. H<small>AT MAN FÜR EINEN</small> W<small>IEGENUNTERSATZ</small> [<small>DIE</small> S<small>ÖLLERDECKE</small>] <small>BIS INS</small> H<small>AUS DURCHBROCHEN</small><sup>6</sup><i class=""footnote"">fn1109,Löcher zum Hineinselzen der Füße.</i>, <small>SO IST, WENN DIE</small> Ö<small>FFNUNG EINE</small> F<small>AUSTWEITE HAT, ALLES UNREIN</small><sup>7</sup><i class=""footnote"">fn1110,Wenn das Haus leichenunrein ist.</i>, <small>WENN ABER NICHT, SO ZÄHLE MAN</small><sup>8</sup><i class=""footnote"">fn1111,Die Tage der Unreinheit nach dem Grade derselben; ob. Abschn. 1.</i> <small>DABEI, WIE MAN BEI EINEM</small> T<small>OTEN ZÄHLT</small>."
Mishnah Oholot 12:5,"V. W<small>ENN DIE</small> B<small>ALKEN DES</small> H<small>AUSES UND DES</small> S<small>ÖLLERS KEINEN</small> E<small>STRICHHABEN UND GENAU</small> [<small>ÜBEREINANDER</small>] <small>LIEGEN, SO IST, WENN UNTER EINEM VON IHNEN</small><sup>9</sup><i class=""footnote"">fn1112,Den unteren.</i> <small>EINE</small> U<small>NREINHEIT SICH BEFINDET, WAS UNTER DIESEM IST, UNREIN, WENN ZWISCHEN DEM UNTEREN UND DEM OBEREN, WAS DAZWISCHEN IST, UNREIN, UND WENN AUF EINEM DER OBEREN, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>. L<small>IEGEN DIE OBEREN WIE ZWISCHEN DEN UNTEREN, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER EINEM VON IHNEN BEFINDET, ALLES UNTER IHNEN UNREIN, UND WENN ÜBER IHNEN, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
Mishnah Oholot 12:6,"VI. E<small>IN VON EINER</small> W<small>AND ZUR ANDEREN</small> W<small>AND LAUFENDER</small> B<small>ALKEN, UNTER DEM EINE</small> U<small>NREINHEIT SICH BEFINDET, BRINGT, WENN ER EINE</small> F<small>AUSTWEITE HAT, DIE</small> U<small>NREINHEIT UNTER DEN GANZEN, UND WENN NICHT, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. W<small>ELCHEN</small> U<small>MFANG MUSS ER HABEN, UM EINE</small> F<small>AUSTWEITE ZU HABEN?</small> I<small>ST ER RUND, SO MUSS DER</small> U<small>MFANG DREI</small> H<small>ANDBREITEN BETRAGEN, UND IST ER VIERECKIG, VIER, DENN DAS</small> Q<small>UADRAT IST UM EIN</small> V<small>IERTEL GRÖSSER ALS DER</small> K<small>REIS</small>."
Mishnah Oholot 12:7,"VII. W<small>ENN EIN</small> [<small>RUNDER</small>] P<small>FEILER IM</small> F<small>REIEN LIEGT, SO BRINGT ER, WENN SEIN</small> U<small>MFANG VIERUNDZWANZIG</small> H<small>ANDBREITEN BETRÄGT, DIE</small> U<small>NREINHEIT</small><sup>10</sup><i class=""footnote"">fn1113,Die sich unter der Rundung befindet.</i> <small>UNTER DIE GANZE</small> R<small>UNDUNG</small><sup>11</sup><i class=""footnote"">fn1114,Bis zur auf der Erde aufliegenden Stelle, obgleich da der freie Raum keine Handbreite hoch ist.</i>, <small>WENN ABER NICHT, SO BRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>."
Mishnah Oholot 12:8,"VIII. H<small>AFTET EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN AN DER</small> S<small>CHWELLE</small><sup>12</sup><i class=""footnote"">fn1115,Außerhalb des Hauses.</i>, <small>SO IST DAS</small> H<small>AUS NACH</small> R. E<small>LIE͑ZER UNREIN UND NACH</small> R. J<small>EHOŠUA͑ REIN</small>. B<small>EFINDET SIE SICH UNTER DER</small> S<small>CHWELLE, SO IST</small> [<small>DIE</small> S<small>CHWELLE</small>] <small>ALS IN ZWEI</small> H<small>ÄLFTEN GETEILT ZU BETRACHTEN</small><sup>13</sup><i class=""footnote"">fn1116,Wie oben VI,3.</i>. H<small>AFTET SIE AN DER</small> O<small>BERSCHWELLE, SO IST DAS</small> H<small>AUS UNREIN, UND NACH</small> R. J<small>OSE REIN</small>. B<small>EFINDET SIE SICH IM</small> H<small>AUSE, SO IST, WAS DIE</small> O<small>BERSCHWELLE BERÜHRT, UNREIN, UND WAS DIE</small> [<small>UNTERE</small>] S<small>CHWELLE BERÜHRT, NACH</small> R. E<small>LIE͑ZER UNREIN</small>. R. J<small>EHOŠUA͑ SAGT, WAS VON EINER</small> H<small>ANDBREITE NACH UNTEN</small> [<small>BERÜHRT</small>], <small>SEI REIN</small><sup>14</sup><i class=""footnote"">fn1117,Diese Stelle gehört zum Erdboden.</i>, <small>UND WAS VON EINER</small> H<small>ANDBREITE NACH OBEN, UNREIN</small>."
Mishnah Oholot 13:1,"<b>M</b>ACHT <small>MAN EINE</small> L<small>ICHTLUKE VON VORNHEREIN, IN DER</small> G<small>RÖSSE</small><sup>1</sup><i class=""footnote"">fn1118,Sobald das Loch diese Größe hat, läßt es die Unreinheit durch.</i> <small>DES GROSSEN</small> B<small>OHRERS IN DER</small> T<small>EMPELKAMMER; BEIM</small> Ü<small>BERBLEIBSEL EINER</small> L<small>ICHTLUKE</small><sup>2</sup><i class=""footnote"">fn1119,Einer kleinen von einer großen.</i> <small>GENÜGT EINE</small> H<small>ÖHE VON ZWEI</small> F<small>INGERBREITEN IN EINER</small> B<small>REITE DES</small> D<small>AUMENS</small>. F<small>OLGENDES HEISST</small> Ü<small>BERBLEIBSEL EINER</small> L<small>ICHTLUKE: WENN MAN EIN</small> F<small>ENSTER ZUBAUT UND ES ZU BEENDEN NICHT GEKOMMEN IST</small>. H<small>ABEN</small> W<small>ASSER ODER</small> K<small>RIECHTIERE</small> [<small>DIE</small> W<small>AND</small>] <small>DURCHLOCHT ODER HAT</small> S<small>ALPETER EIN</small> L<small>OCH DURCHGEFRESSEN, SO ERFOLGT ES BEI DER</small> G<small>RÖSSE EINER</small> F<small>AUST</small><sup>3</sup><i class=""footnote"">fn1120,Cf. Kel, XVII,12.</i>. B<small>EABSICHTIGT MAN ES ZU BENUTZEN</small><sup>4</sup><i class=""footnote"">fn1121,Zum Abstellen von Sachen.</i>, <small>SO ERFOLGT ES BEI</small> F<small>AUSTWEITE; WENN EINE</small> L<small>ICHTÖFFNUNG, SO ERFOLGT ES BEI DER</small> G<small>RÖSSE EINES</small> B<small>OHRER</small>[<small>LOCHES</small>]. B<small>EI</small> G<small>EFLECHTGITTERN UND</small> S<small>TABGITTERN WERDEN</small> [<small>DIE</small> Z<small>WISCHENRÄUME</small>], <small>WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, ZUR</small> G<small>RÖSSE EINES</small> B<small>OHRER</small>[<small>LOCHES</small>] <small>VEREINIGT; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, NUR WENN AN EINER</small> S<small>TELLE DIE</small> W<small>EITE EINES</small> B<small>OHRER</small>[<small>LOCHES</small>] <small>VORHANDEN IST</small>. D<small>IES</small><sup>5</sup><i class=""footnote"">fn1122,Die genannten Größenmaße.</i> <small>DIE</small> U<small>NREINHEIT HINEINZULASSEN UND DIE</small> U<small>NREINHEIT HINAUSZULASSEN</small>. R. Š<small>IMO͑N SAGT, NUR DIE</small> U<small>NREINHEIT HINEINZULASSEN, DIE</small> U<small>NREINHEIT HINAUSZULASSEN ABER SEI</small> F<small>AUSTWEITE ERFORDERLICH</small>."
Mishnah Oholot 13:2,"II. B<small>EI EINEM</small> L<small>ÜFTUNGSFENSTER IST DIE</small> G<small>RÖSSE EINES</small> B<small>OHRER</small>[<small>LOCHES</small>] <small>ERFORDERLICH; BAUT MAN AUSSERHALB DESSELBEN</small><sup>6</sup><i class=""footnote"">fn1123,Vor diesem, sodaß der Zweck desselben beeinträchtigt wird.</i><small>EIN</small> H<small>AUS, SO BETRÄGT DIE</small> G<small>RÖSSE EINE</small> F<small>AUSTWEITE</small>. L<small>EGT MAN DAS</small> G<small>EBÄLK</small><sup>7</sup><i class=""footnote"">fn1124,Des vorgebauten Hauses.</i> <small>IN DIE</small> M<small>ITTE DES</small> F<small>ENSTERS, SO IST BEIM UNTEREN</small> T<small>EILE</small> F<small>AUSTWEITE UND BEIM OBEREN DIE</small> G<small>RÖSSE EINES</small> B<small>OHRER</small>[<small>LOCHES</small>] <small>ERFORDERLICH</small>."
Mishnah Oholot 13:3,"III. D<small>AS</small> L<small>OCH IN EINER</small> T<small>ÜR</small><sup>8</sup><i class=""footnote"">fn1125,Ohne Zweck, od. provisorisch gemacht u. zu schließen unterlassen.</i> <small>BEI DER</small> G<small>RÖSSE EINER</small> F<small>AUST – SO</small> R. A͑<small>QIBA;</small> R. T<small>RYPHON SAGT, BEI</small> F<small>AUSTWEITE</small>. H<small>AT DER</small> Z<small>IMMERMANN DARAN</small><sup>9</sup><i class=""footnote"">fn1126,An der Tür, durch zu kurze Bretter.</i> <small>UNTEN ODER OBEN</small> [<small>EINE</small> L<small>ÜCKE</small>] <small>GELASSEN, ODER HAT JEMAND SIE ZUGEMACHT UND NICHT GANZ GESCHLOSSEN, ODER HAT DER</small> W<small>IND SIE GEÖFFNET, SO ERFOLGT DIES BEI DER</small> G<small>RÖSSE EINER</small> F<small>AUST</small>."
Mishnah Oholot 13:4,"IV. B<small>EI EINEM</small> R<small>AUME</small><sup>10</sup><i class=""footnote"">fn1127,Einer Vertiefung in der Wand.</i>, <small>DEN MAN FÜR EIN</small> R<small>OHR, EINE</small> S<small>PATEL</small><sup>11</sup><i class=""footnote"">fn1128,Nach anderen, Geräte zur Bedienung der Lampe.</i><small>ODER EINE</small> L<small>AMPE MACHT, ERFOLGT ES, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, BEI DER DAZU ERFORDERLICHEN</small> G<small>RÖSSE, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, BEI</small> F<small>AUSTWEITE</small><sup>1</sup><i class=""footnote"">fn1118,Sobald das Loch diese Größe hat, läßt es die Unreinheit durch.</i>. B<small>EI EINEM</small> [L<small>OCHE</small>] <small>ZUR</small> A<small>UGENWEIDE, UM SICH MIT SEINEM</small> N<small>ÄCHSTEN ZU UNTERHALTEN ODER ZUR</small> B<small>ENUTZUNG ERFOLGT ES BEI</small> F<small>AUSTWEITE</small>."
Mishnah Oholot 13:5,"V. F<small>OLGENDES MINDERT DIE</small> H<small>ANDBREITE</small><sup>12</sup><i class=""footnote"">fn1129,Wenn man es in eine Öffnung, die diese Größo hat, hineinleigt.</i>: <small>WENIGER ALS EINE</small> O<small>LIVE</small> F<small>LEISCH</small><sup>13</sup><i class=""footnote"">fn1130,Von einem Toten.</i><small>VERMINDERT SIE BEI EINEM</small> V<small>IERTEL</small> [K<small>AB</small>] K<small>NOCHEN</small><sup>14</sup><i class=""footnote"">fn1131,Wenn die Unreinheit des Raumes dadurch erfolgt. Das Quantum einer Olivo ist an sich unrein, u. erfolgt die Unreinheit durch Fleisch von einem Toten, so wird ein kleines Quantum mit diesem vereinigt.</i>, <small>EIN</small> K<small>NOCHEN UNTER</small> G<small>ERSTENGRÖSSE MINDERT BEI EINER</small> O<small>LIVE</small> F<small>LEISCH</small><sup>15</sup><i class=""footnote"">fn1132,Cf. Anm. 14 mut. mut.</i>, <small>WENIGER ALS EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN</small><sup>16</sup><i class=""footnote"">fn1133,Gekürzte Wiederholung des Vorangehenden.</i>, <small>WENIGER ALS EINE</small> O<small>LIVE VON EINEM</small> A<small>ASE, WENIGER ALS EINE</small> L<small>INSE VON EINEM</small> K<small>RIECHTIERE, WENIGER ALS EIN</small> E<small>IGROSSES VON</small> S<small>PEISEN</small>, G<small>ETREIDE IM</small> F<small>ENSTER</small><sup>17</sup><i class=""footnote"">fn1134,Das hineingewachsen ist u. am Boden haftend nicht verunreinigungsfähig ist.</i>, <small>WESENTLICH</small> R<small>OHRMARK</small>, A<small>AS VON EINEM REINEN</small> V<small>OGEL, DAS MAN NICHT</small> [<small>ZUM</small> E<small>SSEN</small>] <small>BESTIMMT</small><sup>18</sup><i class=""footnote"">fn1135,Für Menschen, sodaß es nicht verunreinigungsfähig ist; cf. Uqç. III,3.</i><small>HAT</small>, A<small>AS VON EINEM UNREINEN</small> V<small>OGEL, DAS MAN</small> [<small>ZUM</small> E<small>SSEN</small>] <small>BESTIMMT, ABER NICHT BEFÄHIGT</small><sup>19</sup><i class=""footnote"">fn1136,Für die Unreinheit, durch Befeuchtung; cf. Makh. I,1ff.</i><small>GEMACHT HAT, ODER BEFÄHIGT GEMACHT, ABER NICHT</small> [<small>ZUM</small> E<small>SSEN</small>] <small>BESTIMMT HAT</small>."
Mishnah Oholot 13:6,"VI. F<small>OLGENDES MINDERT NICHT: EIN</small> K<small>NOCHEN MINDERT NICHT BEI</small> K<small>NOCHEN</small><sup>20</sup><i class=""footnote"">fn1137,Wenn die Unreinheit im Raume durch diese erfolgt.</i>, F<small>LEISCH NICHT BEI</small> F<small>LEISCH, NICHT EINE</small> O<small>LIVE VON EINEM</small> T<small>OTEN, NICHT EINE</small> O<small>LIVE VON EINEM</small> A<small>ASE, NICHT EINE</small> L<small>INSE VON EINEM</small> K<small>RIECHTIERE, NICHT EIN</small> E<small>IGROSSES VON</small> S<small>PEISEN, NICHT</small> G<small>ETREIDE IM</small> F<small>ENSTER</small><sup>21</sup><i class=""footnote"">fn1138,Das vom Boden getrennt ist.</i>, <small>NICHT UNWESENTLICH</small> R<small>OHRMARK, NICHT</small> A<small>AS VON EINEM REINEN</small> V<small>OGEL, DAS MAN</small> [<small>ZUM</small> E<small>SSEN</small>] <small>BESTIMMT HAT, NICHT</small> A<small>AS VON EINEM UNREINEN</small> V<small>OGEL, DAS MAN</small> [<small>ZUM</small> E<small>SSEN</small>] <small>BESTIMMT UND BEFÄHIGT</small><sup>19</sup><i class=""footnote"">fn1136,Für die Unreinheit, durch Befeuchtung; cf. Makh. I,1ff.</i><small>GEMACHT HAT, NICHT AUSSATZBEHAFTETE</small> K<small>ETTEN- ODER</small> E<small>INSCHLAGFÄDEN, UND NICHT EIN</small> Z<small>IEGEL VON EINEM</small> G<small>RÄBERPFLUGE – SO</small> R. M<small>EÍR; DIE</small> W<small>EISEN SAGEN, EIN</small> Z<small>IEGEL MINDERE WOHL, WEIL SEINE</small> E<small>RDE REIN IST</small>. D<small>IE</small> R<small>EGEL HIERBEI IST: DAS</small> R<small>EINE MINDERT, DAS</small> U<small>NREINE MINDERT NICHT</small>."
Mishnah Oholot 14:1,"<b>D</b>ER S<small>IMS</small><sup>1</sup><i class=""footnote"">fn1139,An einem Hause, unter dem die Unreinheit sich befindet.</i> <small>BRINGT DIE</small> U<small>NREINHEIT HINEIN, WIE</small> [<small>SCHMAL</small>] <small>ER AUCH IST, DER</small> B<small>ALKON UND DER</small> V<small>ORBAU BEI</small> F<small>AUSTWEITE</small>. W<small>AS HEISST</small> S<small>IMS?</small> D<small>IE</small> V<small>ORDERSEITE NACH UNTEN</small>. B<small>ALKON?</small> D<small>IE</small> V<small>ORDERSEITE NACH OBEN</small>. V<small>ON WELCHEM</small> S<small>IMSE SAGTEN SIE, ER BRINGE DIE</small> U<small>NREINHEIT HINEIN, WIE</small> [<small>SCHMAL</small>] <small>ER AUCH IST</small>? V<small>ON EINEM</small> S<small>IMSE, DER DREI</small> S<small>TEINSCHICHTEN, DAS SIND ZWÖLF</small> H<small>ANDBREITEN HÖHER ALS DIE</small> T<small>ÜR IST; WENN ABER MEHR, SO BRINGT ER DIE</small> U<small>NREINHEIT HINEIN BEI</small> F<small>AUSTWEITE</small>. D<small>IE</small> K<small>RANZVERZIERUNGEN UND DIE</small> O<small>RNAMENTE BRINGEN DIE</small> U<small>NREINHEIT HINEIN BEI</small> F<small>AUSTWEITE</small>."
Mishnah Oholot 14:2,"II. D<small>ER</small> S<small>IMS ÜBER EINER</small> T<small>ÜR BRINGT DIE</small> U<small>NREINHEIT HINEIN BEI</small> F<small>AUSTWEITE, DER ÜBER EINEM</small> F<small>ENSTER BEI EINER</small> H<small>ÖHE VON ZWEI</small> F<small>ING ERBREITEN, UND ÜBER EINEM</small> [L<small>OCHE</small>] <small>IN DER</small> G<small>RÖSSE EINES</small> B<small>OHRER</small>[<small>LOCHES</small>] <small>IN JEDER</small> G<small>RÖSSE</small>. R. J<small>OSE SAGT, IN SEINER</small><sup>2</sup><i class=""footnote"">fn1140,Des Loches.</i> W<small>EITE</small>."
Mishnah Oholot 14:3,"III. E<small>IN</small> S<small>TAB ÜBER DER</small> T<small>ÜR, AUCH IN EINER</small> H<small>ÖHE VON HUNDERT</small> E<small>LLEN, BRINGT DIE</small> U<small>NREINHEIT HINEIN, WIE</small> [<small>SCHMAL</small>] <small>ER AUCH IST – SO</small> R. J<small>EHOŠUA͑</small>. R. J<small>OḤANAN B</small>. N<small>URI SAGT, BEI DIESEM DÜRFE ES NICHT STRENGER SEIN ALS BEIM</small> S<small>IMSE</small><sup>3</sup><i class=""footnote"">fn1141,Der nur bei einer Höhe bis 12 Handbreiten die Unreinheit hineinbringt.</i>."
Mishnah Oholot 14:4,"IV. W<small>ENN EIN</small> S<small>IMS DAS GANZE</small> H<small>AUS UMGIBT UND VON DER</small> T<small>ÜR NUR DREI</small> F<small>INGERBREITEN EINNIMMT, SO SIND, WENN DIE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, DIE</small> G<small>ERÄTE UNTER DIESEM UNREIN, UND WENN DIE</small> U<small>NREINHEIT SICH UNTER DIESEM BEFINDET, DAS</small> H<small>AUS NACH</small> R. E<small>LIE͑ZER UNREIN UND NACH</small> R. J<small>EHOŠUA͑ REIN</small>. D<small>ASSELBE GILT AUCH VON EINEM</small> H<small>OFE, DER VON EINER</small> H<small>ALLE UMGEBEN IST</small><sup>4</sup><i class=""footnote"">fn1142,Wenn die Balken der Halle in die Breite der Tür hineinragen.</i>."
Mishnah Oholot 14:5,"V. W<small>ENN VON ZWEI</small> S<small>IMSEN ÜBEREINANDER JEDER</small> F<small>AUSTWEITE HAT UND DER</small> R<small>AUM ZWISCHEN IHNEN</small> F<small>AUSTWEITE, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER IHNEN ODER ZWISCHEN IHNEN BEFINDET, ALLES UNTER IHNEN ODER ZWISCHEN IHNEN UNREIN, UND WENN AUF IHNEN, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>. Ü<small>BERRAGT DER OBERE DEN UNTEREN UM</small> F<small>AUSTWEITE, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER IHNEN ODER ZWISCHEN IHNEN BEFINDET, ALLES UNTER IHNEN UND ZWISCHEN IHNEN UNREIN, UND WENN AUF IHNEN, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>. Ü<small>BERRAGT DER OBERE DEN UNTEREN UM WENIGER ALS</small> F<small>AUSTWEITE, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER IHNEN BEFINDET, ALLES UNTER IHNEN UND ZWISCHEN IHNEN UNREIN, UND WENN ZWISCHEN IHNEN ODER UNTER DEM ÜBERRAGENDEN</small> T<small>EILE, WIE</small> R. E<small>LIE͑ZER SAGT, ALLES UNTER IHNEN UND ZWISCHEN IHNEN UNREIN, UND WIE</small> R. J<small>EHOŠUA͑ SAGT, ALLES ZWISCHEN IHNEN UND UNTER DEM ÜBERRAGENDEN</small> T<small>EILE UNREIN UND UNTER IHNEN REIN</small>."
Mishnah Oholot 14:6,"VI. W<small>ENN SIE</small> F<small>AUSTWEITE HABEN, ABER ZWISCHEN IHNEN KEINE</small> F<small>AUSTWEITE IST, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER IHNEN BEFINDET, ALLES UNTER IHNEN UNREIN, UND WENN ZWISCHEN IHNEN ODER AUF IHNEN, ALLES IN GERADER</small> R<small>ICHTUNG BIS ZUM</small> H<small>IMMEL UNREIN</small>."
Mishnah Oholot 14:7,"VII. W<small>ENN SIE KEINE</small> F<small>AUSTWEITE HABEN, EINERLEI OB</small> [<small>DER</small> R<small>AUM</small>] <small>ZWISCHEN IHNEN</small> F<small>AUSTWEITE HAT ODER KEINE</small> F<small>AUSTWEITE HAT, UND EINE</small> U<small>NREINHEIT SICH UNTER IHNEN, ZWISCHEN IHNEN ODER ÜBER IHNEN BEFINDET, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. D<small>ASSELBE GILT AUCH VON ZWEI</small> T<small>EPPICHEN</small><sup>5</sup><i class=""footnote"">fn1143,Mine Faustweite von einander getrennt.</i>, <small>DIE SICH EINE</small> F<small>AUSTWEITE HOCH ÜBER DER</small> E<small>RDE BEFINDEN</small>."
Mishnah Oholot 15:1,"<b>E</b>IN <small>DICKER</small> F<small>RIESMANTEL ODER EIN DICKER</small> B<small>LOCK BRINGEN DIE</small> U<small>NREINHEIT NICHT HINEIN, ES SEI DENN, SIE STEHEN EINE</small> F<small>AUSTWEITE HOCH VON DER</small> E<small>RDE AB</small>. Z<small>USAMMENGELEGTE</small> K<small>LEIDER ÜBEREINANDER BRINGEN DIE</small> U<small>NREINHEIT NICHT HINEIN, ES SEI DENN, DAS OBERSTE STEHT EINE</small> F<small>AUSTWEITE HOCH VON DER</small> E<small>RDE AB</small>. H<small>OLZPLATTEN ÜBEREINANDER BRINGEN DIE</small> U<small>NREINHEIT NICHT HINEIN, ES SEI DENN, DIE OBERSTE STEHT EINE</small> F<small>AUSTWEITE VON DER</small> E<small>RDE AB</small>. S<small>IND SIE AUS</small> M<small>ARMOR, SO DRINGT DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>."
Mishnah Oholot 15:2,"II. W<small>ENN</small> H<small>OLZPLATTEN EINE</small> F<small>AUSTWEITE HOCH ÜBER DER</small> E<small>RDE EINANDER MIT DEN</small> E<small>CKEN</small><sup>1</sup><i class=""footnote"">fn1144,Die Berührungsstelle hat dann keine Faustweite.</i> <small>BERÜHREN, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER EINER VON IHNEN BEFINDET, WER DIE ANDERE BERÜHRT, SIEBENTÄGIG UNREIN</small>. D<small>IE</small> G<small>ERÄTE UNTER DER ERSTEN SIND UNREIN UND UNTER DER ANDEREN REIN</small>. D<small>ER</small> T<small>ISCH BRINGT DIE</small> U<small>NREINHEIT NICHT HINÜBER, ES SEI DENN, ER HAT EIN</small> V<small>IERECK VON EINER</small> F<small>AUSTWEITE</small><sup>2</sup><i class=""footnote"">fn1145,Dieser Passus ist nicht recht verständlich, da es kaum einen Tisch geben dürfte, der eine solche Fläche nicht hätte. Die Kommentare beziehen dies daher auf das Tischgestell, das aus einem kastenartigen Viereck bestand, auf das die Tischplatte gelegt wurde.</i>."
Mishnah Oholot 15:3,"III. W<small>ENN</small> F<small>ÄSSER</small><sup>3</sup><i class=""footnote"">fn1146,Aus Ton.</i> <small>IM</small> F<small>REIEN AUF IHREM</small> B<small>ODEN STEHEN ODER AUF DER</small> S<small>EITE LIEGEN UND EINANDER EINE</small> F<small>AUSTWEITE BERÜHREN, SO DRINGT, WENN EINE</small> U<small>NREINHEIT SICH UNTER EINEM VON IHNEN BEFINDET, DIE</small> U<small>NREINHEIT AUFWÄRTS UND ABWÄRTS</small>. D<small>IES GILT NUR VON REINEN, SIND ES ABER UNREINE, ODER STEHEN SIE EINE</small> F<small>AUSTWEITE HOCH ÜBER DER</small> E<small>RDE, SO IST, WENN EINE</small> U<small>NREINHEIT SICH UNTER EINEM VON IHNEN BEFINDET, ALLES UNTER ALLEN UNREIN</small>."
Mishnah Oholot 15:4,"IV. H<small>AT MAN EIN</small> H<small>AUS DURCH</small> B<small>RETTER ODER DURCH</small> T<small>EPPICHE GETEILT, OB VON DER</small> S<small>EITE AUS ODER VON DEIN</small> B<small>ALKEN</small><sup>4</sup><i class=""footnote"">fn1147,Dh. ob wagerecht, sodaß die geteilten Räume übereinander sind, od. senkrecht, sodaß die geteilten Räume nebeneinander sind.</i> <small>AUS, SO SIND, WENN EINE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, DIE</small> G<small>ERÄTE IM</small> A<small>BTEIL REIN, UND WENN EINE</small> U<small>NREINHEIT SICH IM</small> A<small>BTEILE BEFINDET, DIE</small> G<small>ERÄTE IM</small> H<small>AUSE UNREIN, UND DIE</small> G<small>ERÄTE IM</small> A<small>BTEIL, WENN DA EIN</small> R<small>AUM VON</small> F<small>AUSTWEITE IST, UNREIN, UND WENN NICHT, REIN</small>."
Mishnah Oholot 15:5,"V. H<small>AT MAN ES AM</small> F<small>USSBODEN GETEILT</small><sup>5</sup><i class=""footnote"">fn1148,Durch einen ßretterboden den Fußboden vom Raume getrennt.</i>, <small>SO SIND, WENN EINE</small> U<small>NREINHEIT SICH IM</small> A<small>BTEIL BEFINDET, DIE</small> G<small>ERÄTE IM</small> H<small>AUSE UNREIN, UND WENN EINE</small> U<small>NREINHEIT SICH IM</small> H<small>AUSE BEFINDET, DIE</small> G<small>ERÄTE IM</small> A<small>BTEIL, WENN DA EIN</small> R<small>AUM VON EINER</small> H<small>ANDBREITE ZU EINER</small> H<small>ANDBREITE IN</small> H<small>ÖHE EINER</small> H<small>ANDBREITE IST, REIN, UND WENN NICHT, UNREIN, WDIL DER</small> F<small>USSBODEN DES</small> H<small>AUSES BIS ZUM</small> A<small>BGRUNDE DIESEM GLEICHT</small>."
